Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,num_traits,Date,num_values,Surv,Notes,sEmergeDate,lEmergeDate
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,leafW,2024-06-13,4.6,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,leafW,2024-07-12,4,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,leafW,2024-08-15,4.6,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,leafW,2024-09-17,4.2,Y,"1 stem, twice split at base with 2 lateral stems.",2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stLeng,2024-05-03,4.3,Y,Curled leaf measured,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stLeng,2024-06-13,6.6,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stLeng,2024-07-12,7,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stLeng,2024-08-15,6.9,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stLeng,2024-09-17,7,Y,"1 stem, twice split at base with 2 lateral stems.",2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stNum,2024-05-03,1,Y,Curled leaf measured,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-04-22
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,stNum,2024-09-17,1,Y,"1 stem, twice split at base with 2 lateral stems.",2024-03-18,2024-04-22
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,basDia,2024-05-03,2.17,Y,Curled leaf measured,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,basDia,2024-06-13,2.81,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,basDia,2024-07-12,3.55,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,basDia,2024-08-15,3.53,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,basDia,2024-09-17,3.23,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafL,2024-05-03,8.8,Y,Curled leaf measured,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafL,2024-06-13,9.6,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafL,2024-07-12,9.3,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafL,2024-08-15,9.5,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafL,2024-09-17,9,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafN,2024-05-03,6,Y,Curled leaf measured,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafN,2024-06-13,7,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafN,2024-07-12,6,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafN,2024-08-15,6,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafN,2024-09-17,13,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafW,2024-05-03,3.9,Y,Curled leaf measured,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafW,2024-06-13,3.6,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafW,2024-07-12,3.8,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafW,2024-08-15,3.8,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,leafW,2024-09-17,4.1,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stLeng,2024-05-03,11.4,Y,Curled leaf measured,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stLeng,2024-06-13,11.9,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stLeng,2024-07-12,12.1,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stLeng,2024-08-15,12.3,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stLeng,2024-09-17,12.8,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stNum,2024-05-03,1,Y,Curled leaf measured,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-04-01
2024-0237,11,United States,Missouri,Barry,36.71275301,-93.84828622,384,2024-0237-11,TRUE,13 - 11,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-04-01
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,basDia,2024-05-03,NA,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,basDia,2024-06-13,1.57,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,basDia,2024-07-12,1.7,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,basDia,2024-08-15,1.85,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,basDia,2024-09-17,3.36,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafL,2024-05-03,NA,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafL,2024-06-13,6.3,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafL,2024-07-12,7.2,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafL,2024-08-15,9.8,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafL,2024-09-17,15.5,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafN,2024-05-03,0,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafN,2024-06-13,6,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafN,2024-07-12,6,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafN,2024-08-15,13,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafN,2024-09-17,17,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafW,2024-05-03,NA,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafW,2024-06-13,3.3,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafW,2024-07-12,3.7,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafW,2024-08-15,3.7,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,leafW,2024-09-17,5.8,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stLeng,2024-05-03,0.9,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stLeng,2024-06-13,5.7,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stLeng,2024-07-12,6.2,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stLeng,2024-08-15,11.7,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stLeng,2024-09-17,20.8,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stNum,2024-05-03,1,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stNum,2024-06-13,1,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stNum,2024-07-12,1,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stNum,2024-08-15,1,Y,NA,NA,2024-05-06
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,stNum,2024-09-17,1,Y,NA,NA,2024-05-06
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,basDia,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,basDia,2024-06-13,NA,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,basDia,2024-07-12,NA,N,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,basDia,2024-08-15,NA,Y,Re-sprouting,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,basDia,2024-09-17,1.1,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafL,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafL,2024-06-13,NA,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafL,2024-07-12,NA,N,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafL,2024-08-15,NA,Y,Re-sprouting,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafL,2024-09-17,4.8,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafN,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafN,2024-06-13,0,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafN,2024-07-12,NA,N,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafN,2024-08-15,1,Y,Re-sprouting,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafN,2024-09-17,4,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafW,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafW,2024-06-13,NA,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafW,2024-07-12,NA,N,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafW,2024-08-15,NA,Y,Re-sprouting,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,leafW,2024-09-17,2.7,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stLeng,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stLeng,2024-06-13,0.8,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stLeng,2024-07-12,NA,N,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stLeng,2024-08-15,1.5,Y,Re-sprouting,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stLeng,2024-09-17,3.7,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stNum,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stNum,2024-06-13,1,Y,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stNum,2024-07-12,NA,N,NA,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stNum,2024-08-15,1,Y,Re-sprouting,2024-03-05,NA
2024-0254,9,United States,Georgia,Ruben (Rabun?),34.88413769,-83.39095675,387,2024-0254-9,FALSE,38 - 9,stNum,2024-09-17,1,Y,NA,2024-03-05,NA
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,basDia,2024-05-03,2.08,Y,Curled leaf measured,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,basDia,2024-06-13,2.77,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,basDia,2024-07-12,3.62,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,basDia,2024-08-15,4.78,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,basDia,2024-09-17,2.9,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafL,2024-05-03,7.2,Y,Curled leaf measured,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafL,2024-06-13,8,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafL,2024-07-12,8.5,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafL,2024-08-15,9.1,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafL,2024-09-17,13.8,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafN,2024-05-03,6,Y,Curled leaf measured,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafN,2024-06-13,7,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafN,2024-07-12,7,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafN,2024-08-15,10,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafN,2024-09-17,14,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafW,2024-05-03,3.4,Y,Curled leaf measured,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafW,2024-06-13,3.9,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafW,2024-07-12,3.6,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafW,2024-08-15,3.5,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,leafW,2024-09-17,5.1,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stLeng,2024-05-03,10.8,Y,Curled leaf measured,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stLeng,2024-06-13,10.8,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stLeng,2024-07-12,10.8,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stLeng,2024-08-15,11.3,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stLeng,2024-09-17,10.5,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stNum,2024-05-03,1,Y,Curled leaf measured,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stNum,2024-06-13,1,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stNum,2024-07-12,1,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stNum,2024-08-15,1,Y,NA,2024-03-11,2024-04-15
2024-0234,6,United States,Missouri,Barry,36.71275301,-93.84828622,389,2024-0234-6,TRUE,10 - 6,stNum,2024-09-17,2,Y,NA,2024-03-11,2024-04-15
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,basDia,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,basDia,2024-06-13,NA,N,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,basDia,2024-07-12,1.13,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,basDia,2024-08-15,1.64,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,basDia,2024-09-17,2.75,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafL,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafL,2024-06-13,NA,N,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafL,2024-07-12,0.7,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafL,2024-08-15,6.6,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafL,2024-09-17,11.4,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafN,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafN,2024-06-13,NA,N,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafN,2024-07-12,4,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafN,2024-08-15,11,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafN,2024-09-17,16,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafW,2024-05-03,NA,NA,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafW,2024-06-13,NA,N,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafW,2024-07-12,0.3,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafW,2024-08-15,2.4,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,leafW,2024-09-17,4.3,Y,NA,2024-03-05,NA
2024-0233,7,United States,North Carolina,Clay,35.06656292,-83.7605641,391,2024-0233-7,FALSE,9 - 7,stLeng,2024-05-03,NA,NA,NA,2024-03-05,NA
