PosNum,LCMSplantingID,Accession,Planting,Ozark_Chinquapin,ID,Date.1,sEmerge.1,lEmerge.1,Surv.1,basDia.1,stNum.1,stLeng.1,leafL.1,leafW.1,leafN.1,L.stg.1.1,L.stg.2.1,L.stg.3.1,L.stg.4.1,Notes.1,Date.2,sEmerge.2,lEmerge.2,Surv.2,stNum.2,stLeng.2,basDia.2,leafN.2,leafL.2,leafW.2,Notes.2,Date.3,sEmerge.3,lEmerge.3,sEmergeDate,lEmergeDate,Surv.3,stNum.3,stLeng.3,basDia.3,leafN.3,leafL.3,leafW.3,Notes.3,Date.4,Surv.4,stNum.4,stLeng.4,basDia.4,leafN.4,leafL.4,leafW.4,Notes.4,Date.5,Surv.5,stNum.5,stLeng.5,basDia.5,leafN.5,leafL.5,leafW.5,Notes.5
131,2024-0259-21,2024-0259,21,F,45 - 21,5/3/24,N,N,Y,NA,1,0.3,NA,NA,0,Y,N,N,N,Too small to measure basal diameter.,6/13/24,N,N,Y,1,2,0.72,2,0.6,0.1,,7/12/24,N,N,-,,Y,1,4.3,0.72,4,5,2.4,,8/15/24,Y,1,4.8,1.31,6,7.9,3.2,,9/17/24,Y,2,8.7,1.95,10,13.2,5.7,
132,2024-0242-15,2024-0242,15,T,22 - 15,5/3/24,N,Y,Y,2.15,1,11.6,11.8,5.3,9,Y,Y,N,N,,6/13/24,N,Y,Y,1,11.4,3.17,9,12,5.1,,7/12/24,N,Y,-,2/28/24,Y,1,11.6,3.33,9,12,5.4,,8/15/24,Y,1,11.6,3.32,6,11.6,5.1,,9/17/24,Y,1,11.7,3.12,5,9.2,4.9,
133,2024-0260-10,2024-0260,10,T,48 - 10,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/6/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
134,2024-0250-11,2024-0250,11,T,31 - 11,5/3/24,Y,Y,Y,2.06,1,9.8,8.7,4.5,3,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,11.3,2.7,5,8.6,4.7,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,11.2,3.08,5,8.5,4.9,,8/15/24,Y,1,11.5,3.62,5,8.1,4.8,,9/17/24,Y,1,11.2,3.85,10,10,4.8,
135,2024-0276-18,2024-0276,18,T,107 - 18,5/3/24,Y,Y,Y,1.05,2,2.6,0.3,0.2,1,Y,Y,N,N,,6/13/24,Y,Y,Y,2,3.7,1.39,4,0.9,0.5,,7/12/24,Y,Y,3/25/24,4/22/24,Y,1,3.5,1.64,1,DNR,DNR,,8/15/24,Y,1,6.3,1.74,5,3.6,1.7,,9/17/24,Y,2,7.7,2.22,7,3.8,2.1,Curled leaves. 
136,2024-0266-5,2024-0266,5,T,76 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
137,2024-0267-2,2024-0267,2,T,80 - 2,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,9.3,1.25,6,6.5,3.3,,7/12/24,N,N,-,6/3/24,Y,1,12.2,DNR,8,8.2,4,,8/15/24,Y,1,14.2,2.08,10,9.2,3.6,,9/17/24,Y,1,12.9,3.44,15,8,4,
138,2024-0263-3,2024-0263,3,T,53 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
139,2024-0264-6,2024-0264,6,T,61 - 6,5/3/24,N,N,Y,NA,1,0.3,NA,NA,0,N,N,N,N,Too small to measure basal diameter.,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
140,2024-0242-1,2024-0242,1,T,22 - 1,5/3/24,Y,N,Y,1.55,1,0.2,NA,NA,0,N,N,N,N,No meristem tissue.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
141,2024-0248-5,2024-0248,5,T,29 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
142,2024-0262-3,2024-0262,3,T,50 - 3,5/3/24,Y,Y,Y,2.06,1,8.3,8.5,4.6,8,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,9.6,2.8,12,10.1,4.1,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,9.5,2.6,12,9.5,4,,8/15/24,Y,1,10.2,3.79,12,9.2,4.1,,9/17/24,Y,1,10.2,4.38,17,10,4.1,
143,2024-0250-7,2024-0250,7,T,31 - 7,5/3/24,Y,Y,Y,2.1,1,10.2,8.9,5.2,5,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,11.1,3.24,8,8.5,4.8,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,10.7,2.52,8,8.2,4.7,,8/15/24,Y,1,11.1,3.46,8,7.8,4.5,,9/17/24,Y,1,11,4.12,9,8.5,4.8,
144,2024-0243-3,2024-0243,3,T,23 - 3,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green tissue.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/20/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
145,2024-0239-9,2024-0239,9,T,17 - 9,5/3/24,Y,Y,Y,1.72,1,9.1,3.4,2.2,17,Y,N,Y,N,,6/13/24,Y,Y,Y,1,10.9,2.1,16,8.6,4.1,,7/12/24,Y,Y,3/5/24,4/1/24,Y,1,10.7,1.97,16,8.5,4.8,,8/15/24,Y,1,11.2,2.92,15,8.7,4.5,,9/17/24,Y,1,13,4.45,26,10.2,4.3,
146,2024-0276-11,2024-0276,11,T,107 - 11,5/3/24,Y,Y,Y,2.21,1,13.7,9.4,5.1,6,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,15.4,3.11,8,9.8,4.9,,7/12/24,Y,Y,4/1/24,4/8/24,Y,1,15,2.45,8,8.2,5.6,,8/15/24,Y,1,15.9,3.24,9,9.2,5.6,,9/17/24,Y,1,15.1,4.47,15,13.1,5.9,
147,2024-0247-2,2024-0247,2,T,28 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
148,2024-0246-10,2024-0246,10,T,27 - 10,5/3/24,Y,N,Y,2,1,10.1,6,3.4,6,Y,Y,N,N,,6/13/24,Y,N,Y,1,12.5,2.89,7,11.6,5.3,,7/12/24,Y,Y,3/18/24,4/29/24,Y,1,12.6,2.37,8,11.4,5.5,,8/15/24,Y,1,13.4,4.27,8,11.9,5,,9/17/24,Y,1,12.7,4.73,8,11.1,5.3,
149,2024-0242-8,2024-0242,8,T,22 - 8,5/3/24,Y,Y,Y,2.05,1,7.9,8.8,4.5,7,Y,Y,N,N,,6/13/24,Y,Y,Y,1,7.6,2.45,7,9,4.1,,7/12/24,Y,Y,2/20/24,2/28/24,Y,1,7.5,2.06,7,8.7,4.6,,8/15/24,Y,1,7.7,2.82,7,8.5,4.2,,9/17/24,Y,2,7.5,3.59,19,8.6,4.4,
150,2024-0240-6,2024-0240,6,T,18 - 6,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
151,2024-0266-10,2024-0266,10,T,76 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
152,2024-0264-5,2024-0264,5,T,61 - 5,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No green tissue.,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
153,2024-0277-8,2024-0277,8,T,108 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
154,2024-0233-9,2024-0233,9,F,9 - 9,5/3/24,N,N,Y,NA,1,0.2,NA,NA,0,Y,N,N,N,Too small to measure basal diameter.,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
155,2024-0278-5,2024-0278,5,T,110 - 5,5/3/24,N,Y,Y,0.88,1,9.1,3.2,1.4,9,Y,Y,Y,N,,6/13/24,N,Y,Y,1,14.5,2.47,12,8.3,4,,7/12/24,N,Y,-,3/18/24,Y,1,14.8,3.03,12,8.1,4.3,,8/15/24,Y,1,14.8,3.67,10,8.8,4.6,,9/17/24,Y,1,18,4.3,29,10.2,4.9,
156,2024-0254-2,2024-0254,2,F,38 - 2,5/3/24,Y,N,Y,NA,1,0.2,NA,NA,0,Y,N,N,N,Resprout. Too small to measure basal diameter.,6/13/24,Y,N,Y,1,2.6,0.7,3,0.7,0.3,,7/12/24,Y,N,3/25/24,,Y,1,5.3,0.78,4,5,2.3,,8/15/24,Y,1,10,1.8,10,8.5,3.4,,9/17/24,Y,1,12.7,2.92,19,11.7,4.8,
157,2024-0239-11,2024-0239,11,T,17 - 11,5/3/24,Y,N,Y,2.23,2,2.8,NA,NA,0,Y,Y,N,N,Leaves dead.,6/13/24,Y,N,Y,3,5.6,2.92,8,1.8,0.9,,7/12/24,Y,Y,3/11/24,5/6/24,Y,1,6.6,1.36,9,3.2,1.2,,8/15/24,Y,1,7.1,3.65,10,5.9,2.7,,9/17/24,Y,1,7.2,3.23,11,7.8,3.5,
158,2024-0278-3,2024-0278,3,T,110 - 3,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,4.5,0.89,5,4.9,2,,7/12/24,N,Y,-,5/20/24,Y,1,6.8,1.31,8,6.2,2.7,,8/15/24,Y,1,8.3,2.16,9,5.7,2.7,,9/17/24,Y,1,12,2.86,15,13.9,5.4,
159,2024-0245-11,2024-0245,11,T,25 - 11,5/3/24,N,Y,Y,1.36,2,10.3,6.6,3.9,5,Y,Y,Y,Y,,6/13/24,N,Y,Y,1,11.5,4.01,8,6.6,3.9,,7/12/24,N,Y,-,4/1/24,Y,1,11.2,1.98,8,7,3,,8/15/24,Y,1,12.4,3.14,12,6.7,3.8,,9/17/24,Y,2,15.2,4.49,26,9.8,4.3,
160,2024-0277-2,2024-0277,2,T,108 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
161,2024-0266-2,2024-0266,2,T,76 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
162,2024-0247-12,2024-0247,12,T,28 - 12,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
163,2024-0249-8,2024-0249,8,T,30 - 8,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
164,2024-0246-20,2024-0246,20,T,27 - 20,5/3/24,Y,Y,Y,1.9,1,8.5,4,1.8,5,Y,Y,N,N,,6/13/24,Y,Y,Y,1,12.6,2.36,7,8.6,4,,7/12/24,Y,Y,3/25/24,4/15/24,Y,1,12.9,3.11,7,9,3.5,,8/15/24,Y,1,13.3,3.97,7,9,4.2,,9/17/24,Y,1,13.2,4.95,7,8.4,4,
165,2024-0247-1,2024-0247,1,T,28 - 1,5/3/24,Y,N,Y,1.25,1,10.3,5.6,3.2,7,Y,Y,Y,N,,6/13/24,Y,N,Y,1,12.5,2.52,9,6,3.1,,7/12/24,Y,N,-,,Y,1,12.3,2.58,11,5.9,3.2,,8/15/24,Y,1,12.7,4.35,11,6,3.1,,9/17/24,Y,1,13.4,3.52,28,8.7,4.3,
166,2024-0227-9,2024-0227,9,T,3 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,5/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
167,2024-0250-13,2024-0250,13,T,31 - 13,5/3/24,Y,Y,Y,2.21,1,9.9,6.8,3.6,7,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,9.6,2.95,10,6.4,3.5,,7/12/24,Y,Y,3/18/24,4/8/24,Y,1,9.4,3.12,11,6.3,3.6,,8/15/24,Y,1,9.8,3.87,11,6.9,3.9,,9/17/24,Y,1,9.9,4.05,23,9.6,4.2,
168,2024-0233-2,2024-0233,2,F,9 - 2,5/3/24,Y,N,Y,0.79,2,0.4,NA,NA,0,N,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,4/1/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
169,2024-0254-5,2024-0254,5,F,38 - 5,5/3/24,N,Y,Y,0.74,1,2.1,0.5,0.3,5,Y,Y,N,N,,6/13/24,N,Y,Y,1,8.3,1.4,8,8.8,4.2,,7/12/24,N,Y,-,4/15/24,Y,1,9.2,2.35,10,8.9,4.4,,8/15/24,Y,1,9.7,2.49,10,9.3,4,,9/17/24,Y,1,9.8,3.19,11,8.9,4.2,
170,2024-0244-3,2024-0244,3,T,24 - 3,5/3/24,N,Y,Y,1.55,1,8.1,6.1,3.7,9,Y,Y,Y,N,,6/13/24,N,Y,Y,1,8.7,2.24,11,6.7,3.8,,7/12/24,N,Y,-,4/8/24,Y,1,8.7,3,10,6.6,4,,8/15/24,Y,1,9.5,3.71,9,6.4,4,,9/17/24,Y,1,10.2,3.68,14,7,3.6,
171,2024-0242-12,2024-0242,12,T,22 - 12,5/3/24,N,N,Y,1.58,1,1,NA,NA,0,Y,Y,N,N,,6/13/24,N,N,Y,2,1.4,1.91,0,NA,NA,,7/12/24,N,N,-,,Y,1,0.7,0.77,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
172,2024-0249-7,2024-0249,7,T,30 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
173,2024-0228-15,2024-0228,15,F,4 - 15,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
174,2024-0228-8,2024-0228,8,F,4 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
175,2024-0252-7,2024-0252,7,T,35 - 7,5/3/24,Y,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,Y,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,2/28/24,3/5/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
176,2024-0237-7,2024-0237,7,T,13 - 7,5/3/24,Y,Y,Y,2.05,1,7.1,5.6,2.8,3,Y,Y,N,N,,6/13/24,Y,Y,Y,1,10,2.51,6,7.6,3.5,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,10.4,2.22,6,7.7,3.8,,8/15/24,Y,1,10.3,3.62,7,7.5,3.7,,9/17/24,Y,1,19.2,4.55,15,10.3,4.6,
177,2024-0244-20,2024-0244,20,T,24 - 20,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
178,2024-0233-11,2024-0233,11,F,9 - 11,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,Y,1,1.6,0.72,3,0.6,0.2,,7/12/24,Y,N,4/22/24,,Y,1,2.8,0.36,7,DNR,DNR,,8/15/24,Y,1,5.1,1.14,10,3.9,2.1,,9/17/24,Y,1,5.3,1.46,14,5.8,3,Curled leaves. 
179,2024-0226-10,2024-0226,10,T,2 - 10,5/3/24,N,Y,Y,0.86,1,3.2,3.9,1.5,5,Y,Y,N,N,,6/13/24,N,Y,Y,1,6.4,1.44,7,6.7,2.7,,7/12/24,N,Y,-,4/15/24,Y,1,6.7,1.68,8,6.7,2.9,,8/15/24,Y,1,10.9,3.27,20,8.2,3,,9/17/24,Y,1,14.6,4.65,33,10.7,4.6,
180,2024-0242-11,2024-0242,11,T,22 - 11,5/3/24,N,Y,Y,2.11,1,11.5,8.5,3.9,9,Y,Y,N,Y,,6/13/24,N,Y,Y,1,11.3,3.1,10,8.9,4,,7/12/24,N,Y,-,2/28/24,Y,1,11.3,3,10,8.9,4.8,,8/15/24,Y,1,11.6,3.03,10,9.1,4.7,,9/17/24,Y,2,14.7,3.76,20,8.9,4.2,
181,2024-0240-1,2024-0240,1,T,18 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
182,2024-0265-3,2024-0265,3,T,66 - 3,5/3/24,N,Y,Y,1.9,1,8,8.8,4.2,5,Y,N,Y,N,,6/13/24,N,Y,Y,1,8.7,3.11,6,8.6,4,,7/12/24,N,Y,-,3/25/24,Y,1,8.5,2.84,6,8.3,4.8,,8/15/24,Y,1,9,3.81,10,8.3,4.9,,9/17/24,Y,2,8.8,3.89,23,8.7,4.3,
183,2024-0225-9,2024-0225,9,T,1 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
184,2024-0259-6,2024-0259,6,F,45 - 6,5/3/24,Y,Y,Y,1.3,1,4.5,6.9,3,6,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,7.4,2.08,6,7.1,2.8,,7/12/24,Y,Y,3/5/24,4/1/24,Y,1,7.4,2.19,8,6.5,3.1,,8/15/24,Y,1,7.5,2.79,7,6.9,3.3,,9/17/24,Y,1,7.4,3.01,13,7.8,3.4,
185,2024-0235-3,2024-0235,3,T,11 - 3,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/20/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
186,2024-0239-15,2024-0239,15,T,17 - 15,5/3/24,Y,Y,Y,2.04,1,10.4,14,5.5,9,Y,Y,N,Y,,6/13/24,Y,Y,Y,1,10.8,3.76,12,11.8,4.8,,7/12/24,Y,Y,2/28/24,3/11/24,Y,1,10.7,3.15,7,12.5,5.8,,8/15/24,Y,1,11.3,4.22,5,11.6,4.6,,9/17/24,Y,1,11.2,3.73,14,11.8,5.1,
187,2024-0265-2,2024-0265,2,T,66 - 2,5/3/24,N,N,Y,1.12,1,0.6,NA,NA,0,Y,N,N,N,,6/13/24,N,N,Y,1,1.3,1.31,0,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
188,2024-0268-1,2024-0268,1,F,81 - 1,5/3/24,Y,Y,Y,1.8,1,11.4,3.6,2.4,5,Y,Y,N,N,,6/13/24,Y,Y,Y,1,16.4,2.55,10,3.2,2.2,,7/12/24,Y,Y,3/5/24,3/18/24,Y,1,18.4,2.51,18,8.2,4.9,,8/15/24,Y,1,18.9,3.78,17,9.8,5,,9/17/24,Y,1,19.4,3.9,19,10,4.8,
189,2024-0274-20,2024-0274,20,T,103 - 20,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
190,2024-0254-4,2024-0254,4,F,38 - 4,5/3/24,N,Y,Y,1.06,2,6.6,2.7,1.8,5,Y,Y,Y,N,,6/13/24,N,Y,Y,1,11.6,1.32,11,10,3.8,,7/12/24,N,Y,-,4/22/24,Y,1,12.1,1.45,11,8.5,4.1,,8/15/24,Y,1,12,2.18,11,9.8,4.2,,9/17/24,Y,1,12,3.26,11,10.5,4.1,
191,2024-0247-9,2024-0247,9,T,28 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
192,2024-0240-2,2024-0240,2,T,18 - 2,5/3/24,Y,Y,Y,1.86,1,8.5,7,3.7,4,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,9.6,2.65,6,8.5,4.2,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,9.8,2.44,6,8.4,4.4,,8/15/24,Y,1,9.8,2.53,6,8.6,4.5,,9/17/24,Y,1,10.5,3.97,14,8.6,4.3,
193,2024-0238-8,2024-0238,8,T,16 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
194,2024-0235-1,2024-0235,1,T,11 - 1,5/3/24,Y,N,Y,1.91,1,4.9,1.2,0.4,1,Y,Y,N,N,,6/13/24,Y,N,Y,1,5.5,2.05,4,1.2,0.9,,7/12/24,Y,Y,2/28/24,4/29/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
195,2024-0226-5,2024-0226,5,T,2 - 5,5/3/24,N,Y,Y,0.97,1,5.3,4.7,2.6,4,Y,Y,N,Y,,6/13/24,N,Y,Y,1,7.3,1.54,6,6.2,2.8,,7/12/24,N,Y,-,4/8/24,Y,1,6.9,2.01,6,6.2,3.1,,8/15/24,Y,1,16,2.06,13,11.4,4.8,,9/17/24,Y,1,23.5,4.96,18,13.1,5.7,
196,2024-0259-1,2024-0259,1,F,45 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
197,2024-0260-1,2024-0260,1,T,48 - 1,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
